Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"23/02/2021","CLONCOUGH, MOUNTRATH, LAOIS","","Laois","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","CORCREAGHY, DUNDALK, LOUTH","","Louth","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","CRUTTENCLOUGH, BILBOA, CARLOW","","Carlow","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","Cuddoo East, Colemanstown, Ballinasloe","","Galway","€250,000.00","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","CULLAGHBEG, DRUMCLIFFE, CO SLIGO","","Sligo","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","DARRAGH NORTH, ENNIS, COUNTY CLARE","","Clare","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","DOON SHEANE, 34 LIFFORD GARDENS, CIRCULAR RD SOUTH","","Limerick","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","GLENAFALLA, MOUNT MELLERAY, CAPPOQUIN","","Waterford","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","GORTROE, NEWCASTLE WEST, LIMERICK","","Limerick","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","GURRANE, FIRIES, KILLARNEY","","Kerry","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","HILLVIEW, RATHCORE, ENFIELD","","Meath","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","IVY COTTAGE, BALLINAGOUGH NORTH, WHITEGATE","","Clare","€122,600.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","KILCRONAN, WHITECHURCH, CO CORK","","Cork","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","KNOCKREIGH, 12 ROCKDALE, MOUNTRATH RD","","Laois","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","LAKEFIELD, CULLIONMORE, MULLINGAR","","Westmeath","€443,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","LEITER, BAILIEBOROUGH, CAVAN","","Cavan","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","LISSANEAVILLE, FUERTY, COUNTY ROSCOMMON","","Roscommon","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","LISSIVIGEEN, KILLARNEY, CO KERRY","","Kerry","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","LOUGHBEG RD, CASTLEGREGORY, KERRY","","Kerry","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","LUMVILLE, EDENDERRY, OFFALY","","Offaly","€175,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","MAIN ST, GLANWORTH, CORK","","Cork","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","NEWFORT, SCREEN, WEXFORD","","Wexford","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","NO 6 BLOCK 8 PRIORY HALL, DUBLIN 13","","Dublin","€197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","No. 13 Gleann na bhFear, Furbo, Co. Galway","","Galway","€511,013.22","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","PARTICK STREET, MOUNTHRATH, LAOIS","","Laois","€78,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","Pippin House, 8 The Orchard, Greystones","","Wicklow","€515,418.50","No","Yes","New Dwelling house /Apartment",""
"23/02/2021","PORTANE, PALLASGREEN, LIMERICK","","Limerick","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","ROSFRIAR, KINLOUGH, LEITRIM","","Leitrim","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","RUSSELLSTOWN, KILMEAGUE, COUNTY KILDARE","","Kildare","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","SKEHEEN UPPER, MITCHELSTOWN, CORK","","Cork","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","SONAS, SHANAWAY RD, ENNIS","","Clare","€430,990.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","STRADBALLY EAST, KILCOLGAN, GALWAY","","Galway","€475,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/02/2021","THE KERRIES EAST, TRALEE, CO KERRY","","Kerry","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","1 Blackthorn Close, Barradubh","","Kerry","€191,982.38","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","1 Elm Row, Royal Canal, Ardmore","","Monaghan","€273,127.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","1 THE AVENUE, STRAFFAN WOOD, MAYNOOTH","","Kildare","€275,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","1 The Friary, Church Road, Bray","","Wicklow","€561,674.01","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","1 THE HALL, YEW TREE SQ, PROSPEROUS RD","","Kildare","€6,720,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","1 WELLINGTON RD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€3,150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","10 DUNDRUM CASTLE HOUSE, DUNDRUM, DUBLIN 16","Dublin 16","Dublin","€296,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","10 Elm Row, Royal Canal, Ardmore","","Monaghan","€237,885.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","10 Graydon Way, Newcastle","","Dublin","€330,396.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","10 PARKVIEW, BRACKENSTOWN RD, SWORDS","","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","10 ST ANNES DR, RAHENY, DUBLIN 5","Dublin 5","Dublin","€590,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","10 THE CLOSE, MILLMOUNT ABBEY, DROGHEDA","","Meath","€270,926.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","10 WOODVIEW, FRESHFORD, CO KILKENNY","","Kilkenny","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","101 WOODVIEW, WILTON, CORK","","Cork","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","104 CHERRYGROVE, KNOCKMAY, PORTLAOISE","","Laois","€48,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","108 QUIGNALECKA, BALLINA, CO MAYO","","Mayo","€297,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","11 CASTLE GROVE, SWORDS, DUBLIN","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","11 CORBALLY COURT, NAAS, KILDARE","","Kildare","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","11 DELHURST COURT, ONGAR PARK, CLONSILLA DUBLIN 15","Dublin 15","Dublin","€186,709.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","11 Elm Row, Royal Canal, Ardmore","","Monaghan","€237,885.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","11 SHREWSBURY LODGE, JOHNSTOWN RD, DUN LAOGHAIRE","Dublin 18","Dublin","€256,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","11 THE CLOSE, CLONATTIN VILLAGE, GOREY","","Wexford","€140,376.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","11 The Lane, Whitefield Manor, Bettystown","","Meath","€339,921.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","112 BRIGHTWATER, CROSSHAVEN, CORK","","Cork","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","113 MELLOWES RD, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","€70,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","116 ASHLAWN PARK, BALLYBRACK, DUBLIN","","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","116 MARATANNA GATE, WATERFORD, WATERFORD","","Waterford","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","12 ARDEVAN GROVE, MONASTEREVAN, KILDARE","","Kildare","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","12 BEN BULBIN AVENUE, DRIMNAGH, DUBLIN 12","","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","12 Elm Row, Royal Canal, Ardmore","","Monaghan","€237,885.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","12 HARBOUR COTTAGES, GHAN RD, CARLINGFORD","","Louth","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","13 BALLINTYRE WALK, BALLINTEER, DUBLIN 16","Dublin 16","Dublin","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","13 Elm Row, Royal Canal, Ardmore","","Monaghan","€286,343.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","13 GLENVIEW, CASTLEPOLLARD, WESTMEATH","","Westmeath","€88,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","13 LANDSCAPE PARK, CHURCHTOWN, DUBLIN","Dublin 14","Dublin","€595,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","13 MARION EST, NEWPORT, TIPPERARY","","Tipperary","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","13 MCDERMOT ST, CONVENT HILL, BALLINA","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","13 OULART, FORREST RD, SWORDS","","Dublin","€185,682.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","13 PARKLAND DOWNS, PARKLANDS, CITYWEST","Dublin 24","Dublin","€303,964.75","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","139 Clonlara, Kerry Pike, Cork","","Cork","€328,193.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","14 Elm Row, Royal Canal, Ardmore","","Monaghan","€255,506.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","14 FINISK RIVER VALLEY, MALLOW, CORK","","Cork","€152,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","14 MOREEN PARK, SANDYFORD, DUBLIN 16","Dublin 16","Dublin","€397,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","14 ST LAURENCE RD, MORNINGTON PARK, DONACARNEY","","Meath","€191,999.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","14 SUMMERFIELD, KNOCKRAHEN, ARKLOW","","Wicklow","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","14 The Woods, Turlough, Castlebar","","Mayo","€229,074.89","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","144 BROOKLANDS, CAPDOO COMMONS, CLANE","","Kildare","€176,632.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","15 GREEN HILLS, ATHY, KILDARE","","Kildare","€108,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","16 Birch View, Mount Woods, Maryborough","","Cork","€303,964.75","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","16 CEIDE DIARMADA, ARD A LAOI, CASTLEDERMOT","","Kildare","€112,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","16 COIS GHRUADA, CASTLETROY, LIMERICK","","Limerick","€194,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","16 COOLAGARRY, WALSH ISLAND, TULLAMORE","","Offaly","€80,132.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","16 DEERPARK WAY, KILTIPPER, DUBLIN 24","Dublin 24","Dublin","€189,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","16 Glenn Rua, Courtbrack, Blarney","","Cork","€325,991.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","16 SCHOLARS WALK, LUSK VILLAGE, LUSK","","Dublin","€223,041.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","167 ARD EASMUINN, DUNDALK, LOUTH","","Louth","€223,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","168 ST ATTRACTAS  ROAD, CABRA, DUBLIN 7","","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","17 JOHNS GATE, CASTLECOMER RD, KILKENNY","","Kilkenny","€142,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","171 SPINMAKER, LINCOLN LANE, ARAN QUAY DUBLIN 7","Dublin 7","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","18 BLOCK C, HARBOUR CANALSIDE, ATHY","","Kildare","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","18 FRIARS GREEN, TULLOW RD, CARLOW","","Carlow","€104,266.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","18 SLI BHRIAIN ARAS NA RI, OLD RD, CASHEL","","Tipperary","€131,666.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","180 THE GATE, MILL PARK, CLONDALKIN","","Dublin","€203,842.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","186 GEORGES ST, PORTLAW, WATERFORD","","Waterford","€68,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","19 CORBALLY DR, WESTBROOK LAWNS, SAGGART","Dublin 24","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","19 ELLESMERE AVE, OFF NORTH CIRCULAR RD, DUBLIN 7","Dublin 7","Dublin","€640,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","197 SARTO LAWN, BAYSIDE, DUBLIN 13","Dublin 13","Dublin","€517,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","2 BIRCHFIELD PARK, GOATSTOWN, DUBLIN 14","Dublin 14","Dublin","€571,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","2 BREMORE PASTURES WAY, HAMLET LANE, BALBRIGGAN","","Dublin","€156,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","2 Elm Row, Royal Canal, Ardmore","","Monaghan","€286,343.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","2 GRANGE COURT, ROSSLARE, CO WEXFORD","","Wexford","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","2 LIFFEY DALE, LIFFEY VALLEY PARK, LUCAN","","Dublin","€283,735.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","2 PALM GROVE DR, BALLINA, TIPPERARY","","Tipperary","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","20 CLOVERHILL, BAILIEBOROUGH, CAVAN","","Cavan","€144,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","20 SUMMERSEAT WALK CLONEE MANOR, CLONEE, MEATH","","Meath","€204,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","21 AVONDALE PARK, BRAY, WICKLOW","","Wicklow","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","21 CHAPEL CLOSE, BALBRIGGAN, DUBLIN","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","21 Maydenhayes Crescent, Maydenhayes, Mornington","","Meath","€292,000.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","213 KINGSBRY, MAYNOOTH, KILDARE","","Kildare","€277,044.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","22  The Anchorage, Harpers Creek, Glounthaune","","Cork","€290,748.89","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","22 Newtown Manor, Monaleen, Castletroy","","Limerick","€262,555.06","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","22 SILVERDALE, KILCOURSEY, CLARA","","Offaly","€74,769.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","23 CLUAININ, PORTLAOISE RD, MOUNTRATH","","Laois","€104,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","23 LOUGH MASK COTTAGES, BALLINROBE, COUNTY MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","23 TEMPLEVIEW PLACE, CLAREHALL, DUBLIN 13","Dublin 13","Dublin","€264,480.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","24 COLLEGE PARK WAY, BALLINTEER, DUBLIN 16","Dublin 16","Dublin","€656,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","24 GORT SIAR, KNOCKNACARRA, GALWAY","","Galway","€203,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","24 KILCARN COURT, NAVAN, MEATH","","Meath","€148,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","24 The Anchorage, Harpers Creek, Glounthaune","","Cork","€272,475.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","248 ARTHUR GRIFFITH PK, LUCAN, DUBLIN","","Dublin","€196,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","25 AVONDALE, BALLYTIVAN","","Sligo","€43,709.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","25 CHESTNUT DR, MULLINGAR, WESTMEATH","","Westmeath","€95,524.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","25 NORTHBROOK ROAD, RANELAGH, DUBLIN 6","","Dublin","€1,926,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","266 CHERRYWOOD LAWNS, CLONDALKIN DUBLIN 22, DUBLIN","Dublin 22","Dublin","€196,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","27 KINGSLAND PARADE, PORTOBELLO, DUBLIN 8","Dublin 8","Dublin","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","28 SHAMROCK COURT, NENAGH, TIPPERARY","","Tipperary","€68,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","28 ST BRIGIDS DRIVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","28 STILLORGAN GATE, UPPER KILMACUD ROAD, CO DUBLIN","","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","29 HEATHERVIEW LAWN, AYLESBURY, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€368,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","29 PRIORY PARK, JOHNSTOWN, NAVAN","","Meath","€199,085.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","29 SYCAMORE CLOSE, TERMON ABBEY, DROGHEDA","","Louth","€156,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","3 BALHEARY ROAD, SWORDS, COUNTY DUBLIN","","Dublin","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","3 COISLENE, COLLINSTOWN, CO WESTMEATH","","Westmeath","€124,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","3 Elm Row, Royan Canal, Ardmore","","Monaghan","€237,885.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","3 ROCHELLE COURT, OLD BLACKROCK RD, CORK","","Cork","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","3 Willow Close, Bloomfield, Annacotty","","Limerick","€259,030.00","No","Yes","New Dwelling house /Apartment",""
"24/02/2021","30 ERRIGAL VIEW, MOUNTAIN TOP, LETTERKENNY","","Donegal","€158,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","31 HEATHERFIELD, REKEEVAN, BAILIEBORO","","Cavan","€108,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","32 CLANDONAGH RD, DONNYCARNEY, DUBLIN CITY","Dublin 5","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","33 BONAVENTURE PLACE, GREENMOUNT, CORK","","Cork","€124,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","33 CAISLEAN OIR, ATHENRY, GALWAY","","Galway","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/02/2021","33 STONEBRIDGE PARK, ROCHFORTBRIDGE, WESTMEATH","","Westmeath","€82,669.00","No","No","Second-Hand Dwelling house /Apartment",""
